,Model Name,Price,CC,Mileage,Weight,Links
1778,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1779,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1780,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1781,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1782,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1783,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1784,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1785,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1786,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1787,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1788,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1789,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1790,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1791,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1792,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1793,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1794,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1795,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1796,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1797,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1798,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1799,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1800,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1801,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1802,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1803,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1804,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1805,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1806,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1807,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1808,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1809,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1810,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1811,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1812,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1813,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1814,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1815,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1816,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1817,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1818,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1819,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1820,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1821,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1822,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1823,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1824,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1825,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1826,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1827,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1828,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1829,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1830,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1831,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1832,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1833,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1834,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1835,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1836,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1837,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1838,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1839,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1840,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1841,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1842,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1843,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1844,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1845,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1846,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1847,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1848,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1849,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1850,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1851,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1852,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1853,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1854,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1855,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1856,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1857,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1858,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1859,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1860,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1861,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1862,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1863,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1864,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1865,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1866,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1867,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1868,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1869,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1870,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1871,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1872,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1873,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1874,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1875,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1876,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1877,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1878,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1879,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1880,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1881,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1882,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1883,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1884,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1885,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1886,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1887,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1888,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1889,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1890,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1891,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1892,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1893,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1894,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1895,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1896,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1897,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1898,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1899,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1900,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1901,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1902,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1903,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1904,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1905,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1906,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1907,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1908,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1909,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1910,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1911,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1912,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1913,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1914,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1915,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1916,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1917,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1918,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1919,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1920,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1921,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1922,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
1923,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
1924,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
1925,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
1926,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
1927,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
1928,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
1929,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
1930,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
1931,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
1932,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
1933,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
1934,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
